ID,Name,Duration,AS,AF,FloorID
10,Layout & Top Track @ 26th Floor,6,28-Mar-16,4-Apr-16,26
20,Rough Duct Work @ 26th Floor,5,1-Apr-16,5-Apr-16,26
30,Rough Mechanical Piping @ 26th Floor,5,1-Apr-16,5-Apr-16,26
40,Rough Plumbing @ 26th Floor,5,1-Apr-16,5-Apr-16,26
50,Rough Sprinkler @ 26th Floor,5,1-Apr-16,5-Apr-16,26
60,Rough Electrical @ 26th Floor,5,1-Apr-16,5-Apr-16,26
70,Frame Walls & Ceilings @ 26th Floor,5,18-Apr-16,29-Apr-16,26
80,Install Plumbing Frames & Crotons @ 26th Floor,5,2-May-16,6-May-16,26
90,Pull Wire @ 26th Floor,15,9-May-16,25-May-16,26
100,Firestopping & Inspections @ 26th Floor,5,26-May-16,31-May-16,26
110,Sheetrock & Tape Walls & Celings @ 26th Floor,15,,,26
120,Prime Paint @ 26th Floor,4,,,26
130,Install Mechanical Finishes @ 26th Floor,2,,,26
140,Install Sprinkler Heads @ 26th Floor,4,,,26
150,Install Plumbing Finishes @ 26th Floor,1,,,26
160,Install Electrical Finishes @ 26th Floor,4,,,26
170,Install Lighting @ 26th Floor,4,,,26
180,"Install Vanity, Sink & Shower Enclosure @ 26th Floor",6,,,26
190,Tile Bathroom Floors & Walls @ 26th Floor,12,,,26
200,Install Kitchen Cabinets @ 26th Floor,8,,,26
210,Install Kitchen Counters  @ 26th Floor,5,,,26
220,Install Kitchen Sink @ 26th Floor,3,,,26
230,Install Flooring & Carpet @ 26th Floor,6,,,26
240,Install Kitchen Appliances @ 26th Floor,5,,,26
250,Install Architectural Finishes & Trim  @ 26th Floor,10,,,26
260,Install Doors @ 26th Floor,5,,,26
270,Install Corridor Carpet @ 26th Floor,3,,,26
280,Perform Plumbing & Sprinkler Finish Inspection @ 26th Floor,1,,,26
290,Final Paint Coat on Walls & Trim @ 26th Floor,4,,,26
300,Punchlist  @ 26th Floor,5,,,26
10,Layout & Top Track @ 27th Floor,6,18-Apr-16,25-Apr-16,27
20,Rough Duct Work @ 27th Floor,5,22-Apr-16,26-Apr-16,27
30,Rough Mechanical Piping @ 27th Floor,5,22-Apr-16,26-Apr-16,27
40,Rough Plumbing @ 27th Floor,5,22-Apr-16,26-Apr-16,27
50,Rough Sprinkler @ 27th Floor,5,22-Apr-16,26-Apr-16,27
60,Rough Electrical @ 27th Floor,5,22-Apr-16,26-Apr-16,27
70,Frame Walls & Ceilings @ 27th Floor,5,9-May-16,20-May-16,27
80,Install Plumbing Frames & Crotons @ 27th Floor,5,23-May-16,27-May-16,27
90,Pull Wire @ 27th Floor,15,31-May-16,16-Jun-16,27
100,Firestopping & Inspections @ 27th Floor,5,17-Jun-16,21-Jun-16,27
110,Sheetrock & Tape Walls & Celings @ 27th Floor,15,,,27
120,Prime Paint @ 27th Floor,4,,,27
130,Install Mechanical Finishes @ 27th Floor,2,,,27
140,Install Sprinkler Heads @ 27th Floor,4,,,27
150,Install Plumbing Finishes @ 27th Floor,1,,,27
160,Install Electrical Finishes @ 27th Floor,4,,,27
170,Install Lighting @ 27th Floor,4,,,27
180,"Install Vanity, Sink & Shower Enclosure @ 27th Floor",6,,,27
190,Tile Bathroom Floors & Walls @ 27th Floor,12,,,27
200,Install Kitchen Cabinets @ 27th Floor,8,,,27
210,Install Kitchen Counters  @ 27th Floor,5,,,27
220,Install Kitchen Sink @ 27th Floor,3,,,27
230,Install Flooring & Carpet @ 27th Floor,6,,,27
240,Install Kitchen Appliances @ 27th Floor,5,,,27
250,Install Architectural Finishes & Trim  @ 27th Floor,10,,,27
260,Install Doors @ 27th Floor,5,,,27
270,Install Corridor Carpet @ 27th Floor,3,,,27
280,Perform Plumbing & Sprinkler Finish Inspection @ 27th Floor,1,,,27
290,Final Paint Coat on Walls & Trim @ 27th Floor,4,,,27
300,Punchlist  @ 27th Floor,5,,,27
10,Layout & Top Track @ 30th Floor,6,,,30
20,Rough Duct Work @ 30th Floor,5,,,30
30,Rough Mechanical Piping @ 30th Floor,5,,,30
40,Rough Plumbing @ 30th Floor,5,,,30
50,Rough Sprinkler @ 30th Floor,5,,,30
60,Rough Electrical @ 30th Floor,5,,,30
70,Frame Walls & Ceilings @ 30th Floor,5,,,30
80,Install Plumbing Frames & Crotons @ 30th Floor,5,,,30
90,Pull Wire @ 30th Floor,15,,,30
100,Firestopping & Inspections @ 30th Floor,5,,,30
110,Sheetrock & Tape Walls & Celings @ 30th Floor,15,,,30
120,Prime Paint @ 30th Floor,4,,,30
130,Install Mechanical Finishes @ 30th Floor,2,,,30
140,Install Sprinkler Heads @ 30th Floor,4,,,30
150,Install Plumbing Finishes @ 30th Floor,1,,,30
160,Install Electrical Finishes @ 30th Floor,4,,,30
170,Install Lighting @ 30th Floor,4,,,30
180,"Install Vanity, Sink & Shower Enclosure @ 30th Floor",6,,,30
190,Tile Bathroom Floors & Walls @ 30th Floor,12,,,30
200,Install Kitchen Cabinets @ 30th Floor,8,,,30
210,Install Kitchen Counters  @ 30th Floor,5,,,30
220,Install Kitchen Sink @ 30th Floor,3,,,30
230,Install Flooring & Carpet @ 30th Floor,6,,,30
240,Install Kitchen Appliances @ 30th Floor,5,,,30
250,Install Architectural Finishes & Trim  @ 30th Floor,10,,,30
260,Install Doors @ 30th Floor,5,,,30
270,Install Corridor Carpet @ 30th Floor,3,,,30
280,Perform Plumbing & Sprinkler Finish Inspection @ 30th Floor,1,,,30
290,Final Paint Coat on Walls & Trim @ 30th Floor,4,,,30
300,Punchlist  @ 30th Floor,5,,,30
10,Layout & Top Track @ 31st Floor,6,,,31
20,Rough Duct Work @ 31st Floor,5,,,31
30,Rough Mechanical Piping @ 31st Floor,5,,,31
40,Rough Plumbing @ 31st Floor,5,,,31
50,Rough Sprinkler @ 31st Floor,5,,,31
60,Rough Electrical @ 31st Floor,5,,,31
70,Frame Walls & Ceilings @ 31st Floor,5,,,31
80,Install Plumbing Frames & Crotons @ 31st Floor,5,,,31
90,Pull Wire @ 31st Floor,15,,,31
100,Firestopping & Inspections @ 31st Floor,5,,,31
110,Sheetrock & Tape Walls & Celings @ 31st Floor,15,,,31
120,Prime Paint @ 31st Floor,4,,,31
130,Install Mechanical Finishes @ 31st Floor,2,,,31
140,Install Sprinkler Heads @ 31st Floor,4,,,31
150,Install Plumbing Finishes @ 31st Floor,1,,,31
160,Install Electrical Finishes @ 31st Floor,4,,,31
170,Install Lighting @ 31st Floor,4,,,31
180,"Install Vanity, Sink & Shower Enclosure @ 31st Floor",6,,,31
190,Tile Bathroom Floors & Walls @ 31st Floor,12,,,31
200,Install Kitchen Cabinets @ 31st Floor,8,,,31
210,Install Kitchen Counters  @ 31st Floor,5,,,31
220,Install Kitchen Sink @ 31st Floor,3,,,31
230,Install Flooring & Carpet @ 31st Floor,6,,,31
240,Install Kitchen Appliances @ 31st Floor,5,,,31
250,Install Architectural Finishes & Trim  @ 31st Floor,10,,,31
260,Install Doors @ 31st Floor,5,,,31
270,Install Corridor Carpet @ 31st Floor,3,,,31
280,Perform Plumbing & Sprinkler Finish Inspection @ 31st Floor,1,,,31
290,Final Paint Coat on Walls & Trim @ 31st Floor,4,,,31
300,Punchlist  @ 31st Floor,5,,,31
10,Layout & Top Track @ 32nd Floor,6,,,32
20,Rough Duct Work @ 32nd Floor,5,,,32
30,Rough Mechanical Piping @ 32nd Floor,5,,,32
40,Rough Plumbing @ 32nd Floor,5,,,32
50,Rough Sprinkler @ 32nd Floor,5,,,32
60,Rough Electrical @ 32nd Floor,5,,,32
70,Frame Walls & Ceilings @ 32nd Floor,5,,,32
80,Install Plumbing Frames & Crotons @ 32nd Floor,5,,,32
90,Pull Wire @ 32nd Floor,15,,,32
100,Firestopping & Inspections @ 32nd Floor,5,,,32
110,Sheetrock & Tape Walls & Celings @ 32nd Floor,15,,,32
120,Prime Paint @ 32nd Floor,4,,,32
130,Install Mechanical Finishes @ 32nd Floor,2,,,32
140,Install Sprinkler Heads @ 32nd Floor,4,,,32
150,Install Plumbing Finishes @ 32nd Floor,1,,,32
160,Install Electrical Finishes @ 32nd Floor,4,,,32
170,Install Lighting @ 32nd Floor,4,,,32
180,"Install Vanity, Sink & Shower Enclosure @ 32nd Floor",6,,,32
190,Tile Bathroom Floors & Walls @ 32nd Floor,12,,,32
200,Install Kitchen Cabinets @ 32nd Floor,8,,,32
210,Install Kitchen Counters  @ 32nd Floor,5,,,32
220,Install Kitchen Sink @ 32nd Floor,3,,,32
230,Install Flooring & Carpet @ 32nd Floor,6,,,32
240,Install Kitchen Appliances @ 32nd Floor,5,,,32
250,Install Architectural Finishes & Trim  @ 32nd Floor,10,,,32
260,Install Doors @ 32nd Floor,5,,,32
270,Install Corridor Carpet @ 32nd Floor,3,,,32
280,Perform Plumbing & Sprinkler Finish Inspection @ 32nd Floor,1,,,32
290,Final Paint Coat on Walls & Trim @ 32nd Floor,4,,,32
300,Punchlist  @ 32nd Floor,5,,,32
10,Layout & Top Track @ 33rd Floor,6,,,33
20,Rough Duct Work @ 33rd Floor,5,,,33
30,Rough Mechanical Piping @ 33rd Floor,5,,,33
40,Rough Plumbing @ 33rd Floor,5,,,33
50,Rough Sprinkler @ 33rd Floor,5,,,33
60,Rough Electrical @ 33rd Floor,5,,,33
70,Frame Walls & Ceilings @ 33rd Floor,5,,,33
80,Install Plumbing Frames & Crotons @ 33rd Floor,5,,,33
90,Pull Wire @ 33rd Floor,15,,,33
100,Firestopping & Inspections @ 33rd Floor,5,,,33
110,Sheetrock & Tape Walls & Celings @ 33rd Floor,15,,,33
120,Prime Paint @ 33rd Floor,4,,,33
130,Install Mechanical Finishes @ 33rd Floor,2,,,33
140,Install Sprinkler Heads @ 33rd Floor,4,,,33
150,Install Plumbing Finishes @ 33rd Floor,1,,,33
160,Install Electrical Finishes @ 33rd Floor,4,,,33
170,Install Lighting @ 33rd Floor,4,,,33
180,"Install Vanity, Sink & Shower Enclosure @ 33rd Floor",6,,,33
190,Tile Bathroom Floors & Walls @ 33rd Floor,12,,,33
200,Install Kitchen Cabinets @ 33rd Floor,8,,,33
210,Install Kitchen Counters  @ 33rd Floor,5,,,33
220,Install Kitchen Sink @ 33rd Floor,3,,,33
230,Install Flooring & Carpet @ 33rd Floor,6,,,33
240,Install Kitchen Appliances @ 33rd Floor,5,,,33
250,Install Architectural Finishes & Trim  @ 33rd Floor,10,,,33
260,Install Doors @ 33rd Floor,5,,,33
270,Install Corridor Carpet @ 33rd Floor,3,,,33
280,Perform Plumbing & Sprinkler Finish Inspection @ 33rd Floor,1,,,33
290,Final Paint Coat on Walls & Trim @ 33rd Floor,4,,,33
300,Punchlist  @ 33rd Floor,5,,,33
10,Layout & Top Track @ 34th Floor,6,,,34
20,Rough Duct Work @ 34th Floor,5,,,34
30,Rough Mechanical Piping @ 34th Floor,5,,,34
40,Rough Plumbing @ 34th Floor,5,,,34
50,Rough Sprinkler @ 34th Floor,5,,,34
60,Rough Electrical @ 34th Floor,5,,,34
70,Frame Walls & Ceilings @ 34th Floor,5,,,34
80,Install Plumbing Frames & Crotons @ 34th Floor,5,,,34
90,Pull Wire @ 34th Floor,15,,,34
100,Firestopping & Inspections @ 34th Floor,5,,,34
110,Sheetrock & Tape Walls & Celings @ 34th Floor,15,,,34
120,Prime Paint @ 34th Floor,4,,,34
130,Install Mechanical Finishes @ 34th Floor,2,,,34
140,Install Sprinkler Heads @ 34th Floor,4,,,34
150,Install Plumbing Finishes @ 34th Floor,1,,,34
160,Install Electrical Finishes @ 34th Floor,4,,,34
170,Install Lighting @ 34th Floor,4,,,34
180,"Install Vanity, Sink & Shower Enclosure @ 34th Floor",6,,,34
190,Tile Bathroom Floors & Walls @ 34th Floor,12,,,34
200,Install Kitchen Cabinets @ 34th Floor,8,,,34
210,Install Kitchen Counters  @ 34th Floor,5,,,34
220,Install Kitchen Sink @ 34th Floor,3,,,34
230,Install Flooring & Carpet @ 34th Floor,6,,,34
240,Install Kitchen Appliances @ 34th Floor,5,,,34
250,Install Architectural Finishes & Trim  @ 34th Floor,10,,,34
260,Install Doors @ 34th Floor,5,,,34
270,Install Corridor Carpet @ 34th Floor,3,,,34
280,Perform Plumbing & Sprinkler Finish Inspection @ 34th Floor,1,,,34
290,Final Paint Coat on Walls & Trim @ 34th Floor,4,,,34
300,Punchlist  @ 34th Floor,5,,,34
10,Layout & Top Track @ 35th Floor,6,,,35
20,Rough Duct Work @ 35th Floor,5,,,35
30,Rough Mechanical Piping @ 35th Floor,5,,,35
40,Rough Plumbing @ 35th Floor,5,,,35
50,Rough Sprinkler @ 35th Floor,5,,,35
60,Rough Electrical @ 35th Floor,5,,,35
70,Frame Walls & Ceilings @ 35th Floor,5,,,35
80,Install Plumbing Frames & Crotons @ 35th Floor,5,,,35
90,Pull Wire @ 35th Floor,15,,,35
100,Firestopping & Inspections @ 35th Floor,5,,,35
110,Sheetrock & Tape Walls & Celings @ 35th Floor,15,,,35
120,Prime Paint @ 35th Floor,4,,,35
130,Install Mechanical Finishes @ 35th Floor,2,,,35
140,Install Sprinkler Heads @ 35th Floor,4,,,35
150,Install Plumbing Finishes @ 35th Floor,1,,,35
160,Install Electrical Finishes @ 35th Floor,4,,,35
170,Install Lighting @ 35th Floor,4,,,35
180,"Install Vanity, Sink & Shower Enclosure @ 35th Floor",6,,,35
190,Tile Bathroom Floors & Walls @ 35th Floor,12,,,35
200,Install Kitchen Cabinets @ 35th Floor,8,,,35
210,Install Kitchen Counters  @ 35th Floor,5,,,35
220,Install Kitchen Sink @ 35th Floor,3,,,35
230,Install Flooring & Carpet @ 35th Floor,6,,,35
240,Install Kitchen Appliances @ 35th Floor,5,,,35
250,Install Architectural Finishes & Trim  @ 35th Floor,10,,,35
260,Install Doors @ 35th Floor,5,,,35
270,Install Corridor Carpet @ 35th Floor,3,,,35
280,Perform Plumbing & Sprinkler Finish Inspection @ 35th Floor,1,,,35
290,Final Paint Coat on Walls & Trim @ 35th Floor,4,,,35
300,Punchlist  @ 35th Floor,5,,,35
10,Layout & Top Track @ 36th Floor,6,,,36
20,Rough Duct Work @ 36th Floor,5,,,36
30,Rough Mechanical Piping @ 36th Floor,5,,,36
40,Rough Plumbing @ 36th Floor,5,,,36
50,Rough Sprinkler @ 36th Floor,5,,,36
60,Rough Electrical @ 36th Floor,5,,,36
70,Frame Walls & Ceilings @ 36th Floor,5,,,36
80,Install Plumbing Frames & Crotons @ 36th Floor,5,,,36
90,Pull Wire @ 36th Floor,15,,,36
100,Firestopping & Inspections @ 36th Floor,5,,,36
110,Sheetrock & Tape Walls & Celings @ 36th Floor,15,,,36
120,Prime Paint @ 36th Floor,4,,,36
130,Install Mechanical Finishes @ 36th Floor,2,,,36
140,Install Sprinkler Heads @ 36th Floor,4,,,36
150,Install Plumbing Finishes @ 36th Floor,1,,,36
160,Install Electrical Finishes @ 36th Floor,4,,,36
170,Install Lighting @ 36th Floor,4,,,36
180,"Install Vanity, Sink & Shower Enclosure @ 36th Floor",6,,,36
190,Tile Bathroom Floors & Walls @ 36th Floor,12,,,36
200,Install Kitchen Cabinets @ 36th Floor,8,,,36
210,Install Kitchen Counters  @ 36th Floor,5,,,36
220,Install Kitchen Sink @ 36th Floor,3,,,36
230,Install Flooring & Carpet @ 36th Floor,6,,,36
240,Install Kitchen Appliances @ 36th Floor,5,,,36
250,Install Architectural Finishes & Trim  @ 36th Floor,10,,,36
260,Install Doors @ 36th Floor,5,,,36
270,Install Corridor Carpet @ 36th Floor,3,,,36
280,Perform Plumbing & Sprinkler Finish Inspection @ 36th Floor,1,,,36
290,Final Paint Coat on Walls & Trim @ 36th Floor,4,,,36
300,Punchlist  @ 36th Floor,5,,,36
10,Layout & Top Track @ 37th Floor,6,,,37
20,Rough Duct Work @ 37th Floor,5,,,37
30,Rough Mechanical Piping @ 37th Floor,5,,,37
40,Rough Plumbing @ 37th Floor,5,,,37
50,Rough Sprinkler @ 37th Floor,5,,,37
60,Rough Electrical @ 37th Floor,5,,,37
70,Frame Walls & Ceilings @ 37th Floor,5,,,37
80,Install Plumbing Frames & Crotons @ 37th Floor,5,,,37
90,Pull Wire @ 37th Floor,15,,,37
100,Firestopping & Inspections @ 37th Floor,5,,,37
110,Sheetrock & Tape Walls & Celings @ 37th Floor,15,,,37
120,Prime Paint @ 37th Floor,4,,,37
130,Install Mechanical Finishes @ 37th Floor,2,,,37
140,Install Sprinkler Heads @ 37th Floor,4,,,37
150,Install Plumbing Finishes @ 37th Floor,1,,,37
160,Install Electrical Finishes @ 37th Floor,4,,,37
170,Install Lighting @ 37th Floor,4,,,37
180,"Install Vanity, Sink & Shower Enclosure @ 37th Floor",6,,,37
190,Tile Bathroom Floors & Walls @ 37th Floor,12,,,37
200,Install Kitchen Cabinets @ 37th Floor,8,,,37
210,Install Kitchen Counters  @ 37th Floor,5,,,37
220,Install Kitchen Sink @ 37th Floor,3,,,37
230,Install Flooring & Carpet @ 37th Floor,6,,,37
240,Install Kitchen Appliances @ 37th Floor,5,,,37
250,Install Architectural Finishes & Trim  @ 37th Floor,10,,,37
260,Install Doors @ 37th Floor,5,,,37
270,Install Corridor Carpet @ 37th Floor,3,,,37
280,Perform Plumbing & Sprinkler Finish Inspection @ 37th Floor,1,,,37
290,Final Paint Coat on Walls & Trim @ 37th Floor,4,,,37
300,Punchlist  @ 37th Floor,5,,,37
10,Layout & Top Track @ 38th Floor,6,,,38
20,Rough Duct Work @ 38th Floor,5,,,38
30,Rough Mechanical Piping @ 38th Floor,5,,,38
40,Rough Plumbing @ 38th Floor,5,,,38
50,Rough Sprinkler @ 38th Floor,5,,,38
60,Rough Electrical @ 38th Floor,5,,,38
70,Frame Walls & Ceilings @ 38th Floor,5,,,38
80,Install Plumbing Frames & Crotons @ 38th Floor,5,,,38
90,Pull Wire @ 38th Floor,15,,,38
100,Firestopping & Inspections @ 38th Floor,5,,,38
110,Sheetrock & Tape Walls & Celings @ 38th Floor,15,,,38
120,Prime Paint @ 38th Floor,4,,,38
130,Install Mechanical Finishes @ 38th Floor,2,,,38
140,Install Sprinkler Heads @ 38th Floor,4,,,38
150,Install Plumbing Finishes @ 38th Floor,1,,,38
160,Install Electrical Finishes @ 38th Floor,4,,,38
170,Install Lighting @ 38th Floor,4,,,38
180,"Install Vanity, Sink & Shower Enclosure @ 38th Floor",6,,,38
190,Tile Bathroom Floors & Walls @ 38th Floor,12,,,38
200,Install Kitchen Cabinets @ 38th Floor,8,,,38
210,Install Kitchen Counters  @ 38th Floor,5,,,38
220,Install Kitchen Sink @ 38th Floor,3,,,38
230,Install Flooring & Carpet @ 38th Floor,6,,,38
240,Install Kitchen Appliances @ 38th Floor,5,,,38
250,Install Architectural Finishes & Trim  @ 38th Floor,10,,,38
260,Install Doors @ 38th Floor,5,,,38
270,Install Corridor Carpet @ 38th Floor,3,,,38
280,Perform Plumbing & Sprinkler Finish Inspection @ 38th Floor,1,,,38
290,Final Paint Coat on Walls & Trim @ 38th Floor,4,,,38
300,Punchlist  @ 38th Floor,5,,,38
10,Layout & Top Track @ 39th Floor,6,,,39
20,Rough Duct Work @ 39th Floor,5,,,39
30,Rough Mechanical Piping @ 39th Floor,5,,,39
40,Rough Plumbing @ 39th Floor,5,,,39
50,Rough Sprinkler @ 39th Floor,5,,,39
60,Rough Electrical @ 39th Floor,5,,,39
70,Frame Walls & Ceilings @ 39th Floor,5,,,39
80,Install Plumbing Frames & Crotons @ 39th Floor,5,,,39
90,Pull Wire @ 39th Floor,15,,,39
100,Firestopping & Inspections @ 39th Floor,5,,,39
110,Sheetrock & Tape Walls & Celings @ 39th Floor,15,,,39
120,Prime Paint @ 39th Floor,4,,,39
130,Install Mechanical Finishes @ 39th Floor,2,,,39
140,Install Sprinkler Heads @ 39th Floor,4,,,39
150,Install Plumbing Finishes @ 39th Floor,1,,,39
160,Install Electrical Finishes @ 39th Floor,4,,,39
170,Install Lighting @ 39th Floor,4,,,39
180,"Install Vanity, Sink & Shower Enclosure @ 39th Floor",6,,,39
190,Tile Bathroom Floors & Walls @ 39th Floor,12,,,39
200,Install Kitchen Cabinets @ 39th Floor,8,,,39
210,Install Kitchen Counters  @ 39th Floor,5,,,39
220,Install Kitchen Sink @ 39th Floor,3,,,39
230,Install Flooring & Carpet @ 39th Floor,6,,,39
240,Install Kitchen Appliances @ 39th Floor,5,,,39
250,Install Architectural Finishes & Trim  @ 39th Floor,10,,,39
260,Install Doors @ 39th Floor,5,,,39
270,Install Corridor Carpet @ 39th Floor,3,,,39
280,Perform Plumbing & Sprinkler Finish Inspection @ 39th Floor,1,,,39
290,Final Paint Coat on Walls & Trim @ 39th Floor,4,,,39
300,Punchlist  @ 39th Floor,5,,,39
10,Layout & Top Track @ 40th Floor,6,,,40
20,Rough Duct Work @ 40th Floor,5,,,40
30,Rough Mechanical Piping @ 40th Floor,5,,,40
40,Rough Plumbing @ 40th Floor,5,,,40
50,Rough Sprinkler @ 40th Floor,5,,,40
60,Rough Electrical @ 40th Floor,5,,,40
70,Frame Walls & Ceilings @ 40th Floor,5,,,40
80,Install Plumbing Frames & Crotons @ 40th Floor,5,,,40
90,Pull Wire @ 40th Floor,15,,,40
100,Firestopping & Inspections @ 40th Floor,5,,,40
110,Sheetrock & Tape Walls & Celings @ 40th Floor,15,,,40
120,Prime Paint @ 40th Floor,4,,,40
130,Install Mechanical Finishes @ 40th Floor,2,,,40
140,Install Sprinkler Heads @ 40th Floor,4,,,40
150,Install Plumbing Finishes @ 40th Floor,1,,,40
160,Install Electrical Finishes @ 40th Floor,4,,,40
170,Install Lighting @ 40th Floor,4,,,40
180,"Install Vanity, Sink & Shower Enclosure @ 40th Floor",6,,,40
190,Tile Bathroom Floors & Walls @ 40th Floor,12,,,40
200,Install Kitchen Cabinets @ 40th Floor,8,,,40
210,Install Kitchen Counters  @ 40th Floor,5,,,40
220,Install Kitchen Sink @ 40th Floor,3,,,40
230,Install Flooring & Carpet @ 40th Floor,6,,,40
240,Install Kitchen Appliances @ 40th Floor,5,,,40
250,Install Architectural Finishes & Trim  @ 40th Floor,10,,,40
260,Install Doors @ 40th Floor,5,,,40
270,Install Corridor Carpet @ 40th Floor,3,,,40
280,Perform Plumbing & Sprinkler Finish Inspection @ 40th Floor,1,,,40
290,Final Paint Coat on Walls & Trim @ 40th Floor,4,,,40
300,Punchlist  @ 40th Floor,5,,,40
10,Layout & Top Track @ 41st Floor,6,,,41
20,Rough Duct Work @ 41st Floor,5,,,41
30,Rough Mechanical Piping @ 41st Floor,5,,,41
40,Rough Plumbing @ 41st Floor,5,,,41
50,Rough Sprinkler @ 41st Floor,5,,,41
60,Rough Electrical @ 41st Floor,5,,,41
70,Frame Walls & Ceilings @ 41st Floor,5,,,41
80,Install Plumbing Frames & Crotons @ 41st Floor,5,,,41
90,Pull Wire @ 41st Floor,15,,,41
100,Firestopping & Inspections @ 41st Floor,5,,,41
110,Sheetrock & Tape Walls & Celings @ 41st Floor,15,,,41
120,Prime Paint @ 41st Floor,4,,,41
130,Install Mechanical Finishes @ 41st Floor,2,,,41
140,Install Sprinkler Heads @ 41st Floor,4,,,41
150,Install Plumbing Finishes @ 41st Floor,1,,,41
160,Install Electrical Finishes @ 41st Floor,4,,,41
170,Install Lighting @ 41st Floor,4,,,41
180,"Install Vanity, Sink & Shower Enclosure @ 41st Floor",6,,,41
190,Tile Bathroom Floors & Walls @ 41st Floor,12,,,41
200,Install Kitchen Cabinets @ 41st Floor,8,,,41
210,Install Kitchen Counters  @ 41st Floor,5,,,41
220,Install Kitchen Sink @ 41st Floor,3,,,41
230,Install Flooring & Carpet @ 41st Floor,6,,,41
240,Install Kitchen Appliances @ 41st Floor,5,,,41
250,Install Architectural Finishes & Trim  @ 41st Floor,10,,,41
260,Install Doors @ 41st Floor,5,,,41
270,Install Corridor Carpet @ 41st Floor,3,,,41
280,Perform Plumbing & Sprinkler Finish Inspection @ 41st Floor,1,,,41
290,Final Paint Coat on Walls & Trim @ 41st Floor,4,,,41
300,Punchlist  @ 41st Floor,5,,,41
10,Layout & Top Track @ 42nd Floor,6,,,42
20,Rough Duct Work @ 42nd Floor,5,,,42
30,Rough Mechanical Piping @ 42nd Floor,5,,,42
40,Rough Plumbing @ 42nd Floor,5,,,42
50,Rough Sprinkler @ 42nd Floor,5,,,42
60,Rough Electrical @ 42nd Floor,5,,,42
70,Frame Walls & Ceilings @ 42nd Floor,5,,,42
80,Install Plumbing Frames & Crotons @ 42nd Floor,5,,,42
90,Pull Wire @ 42nd Floor,15,,,42
100,Firestopping & Inspections @ 42nd Floor,5,,,42
110,Sheetrock & Tape Walls & Celings @ 42nd Floor,15,,,42
120,Prime Paint @ 42nd Floor,4,,,42
130,Install Mechanical Finishes @ 42nd Floor,2,,,42
140,Install Sprinkler Heads @ 42nd Floor,4,,,42
150,Install Plumbing Finishes @ 42nd Floor,1,,,42
160,Install Electrical Finishes @ 42nd Floor,4,,,42
170,Install Lighting @ 42nd Floor,4,,,42
180,"Install Vanity, Sink & Shower Enclosure @ 42nd Floor",6,,,42
190,Tile Bathroom Floors & Walls @ 42nd Floor,12,,,42
200,Install Kitchen Cabinets @ 42nd Floor,8,,,42
210,Install Kitchen Counters  @ 42nd Floor,5,,,42
220,Install Kitchen Sink @ 42nd Floor,3,,,42
230,Install Flooring & Carpet @ 42nd Floor,6,,,42
240,Install Kitchen Appliances @ 42nd Floor,5,,,42
250,Install Architectural Finishes & Trim  @ 42nd Floor,10,,,42
260,Install Doors @ 42nd Floor,5,,,42
270,Install Corridor Carpet @ 42nd Floor,3,,,42
280,Perform Plumbing & Sprinkler Finish Inspection @ 42nd Floor,1,,,42
290,Final Paint Coat on Walls & Trim @ 42nd Floor,4,,,42
300,Punchlist  @ 42nd Floor,5,,,42
10,Layout & Top Track @ 43rd Floor,6,,,43
20,Rough Duct Work @ 43rd Floor,5,,,43
30,Rough Mechanical Piping @ 43rd Floor,5,,,43
40,Rough Plumbing @ 43rd Floor,5,,,43
50,Rough Sprinkler @ 43rd Floor,5,,,43
60,Rough Electrical @ 43rd Floor,5,,,43
70,Frame Walls & Ceilings @ 43rd Floor,5,,,43
80,Install Plumbing Frames & Crotons @ 43rd Floor,5,,,43
90,Pull Wire @ 43rd Floor,15,,,43
100,Firestopping & Inspections @ 43rd Floor,5,,,43
110,Sheetrock & Tape Walls & Celings @ 43rd Floor,15,,,43
120,Prime Paint @ 43rd Floor,4,,,43
130,Install Mechanical Finishes @ 43rd Floor,2,,,43
140,Install Sprinkler Heads @ 43rd Floor,4,,,43
150,Install Plumbing Finishes @ 43rd Floor,1,,,43
160,Install Electrical Finishes @ 43rd Floor,4,,,43
170,Install Lighting @ 43rd Floor,4,,,43
180,"Install Vanity, Sink & Shower Enclosure @ 43rd Floor",6,,,43
190,Tile Bathroom Floors & Walls @ 43rd Floor,12,,,43
200,Install Kitchen Cabinets @ 43rd Floor,8,,,43
210,Install Kitchen Counters  @ 43rd Floor,5,,,43
220,Install Kitchen Sink @ 43rd Floor,3,,,43
230,Install Flooring & Carpet @ 43rd Floor,6,,,43
240,Install Kitchen Appliances @ 43rd Floor,5,,,43
250,Install Architectural Finishes & Trim  @ 43rd Floor,10,,,43
260,Install Doors @ 43rd Floor,5,,,43
270,Install Corridor Carpet @ 43rd Floor,3,,,43
280,Perform Plumbing & Sprinkler Finish Inspection @ 43rd Floor,1,,,43
290,Final Paint Coat on Walls & Trim @ 43rd Floor,4,,,43
300,Punchlist  @ 43rd Floor,5,,,43
10,Layout & Top Track @ 44th Floor,6,,,44
20,Rough Duct Work @ 44th Floor,5,,,44
30,Rough Mechanical Piping @ 44th Floor,5,,,44
40,Rough Plumbing @ 44th Floor,5,,,44
50,Rough Sprinkler @ 44th Floor,5,,,44
60,Rough Electrical @ 44th Floor,5,,,44
