ID,Name,Duration,AS,AF,FloorID
267,Install FF&E @ 4th Floor,15,21-Dec-15,31-Dec-15,4
170,Install Lighting @ 4th Floor,4,15-Dec-15,30-Dec-15,4
257,Install Millwork @ 4th Floor,15,10-Nov-15,11-Dec-15,4
150,Install Plumbing Finishes @ 4th Floor,1,24-Jul-15,27-Jul-15,4
140,Install Sprinkler Heads @ 4th Floor,4,16-Jul-15,10-Nov-15,4
8,Install Support Steel in Wall Openings @ 4th Floor,20,29-Sep-14,15-Oct-14,4
180,"Install Vanity, Sink & Shower Enclosure @ 4th Floor",6,21-Sep-15,12-Jan-16,4
10,Layout & Top Track @ 4th Floor,5,12-Nov-13,21-Jul-14,4
280,Perform Plumbing & Sprinkler Finish Inspection @ 4th Floor,1,28-Dec-15,29-Dec-15,4
120,Prime Paint @ 4th Floor,5,20-Jul-15,26-Aug-15,4
300,Punchlist  @ 4th Floor,5,,,4
20,Rough Duct Work @ 4th Floor,10,6-Oct-14,24-Oct-14,4
60,Rough Electrical/FA/BMS @ 4th Floor,10,2-Feb-15,17-Jul-15,4
30,Rough Mechanical Piping @ 4th Floor,10,7-Oct-14,27-Oct-14,4
40,Rough Plumbing @ 4th Floor,10,30-Oct-14,7-Nov-14,4
50,Rough Sprinkler @ 4th Floor,10,27-May-14,27-Oct-14,4
110,Sheetrock & Tape Walls & Celings @ 4th Floor,15,20-Jul-15,7-Aug-15,4
190,Tile Bathroom Floors & Walls @ 4th Floor,12,8-Sep-15,2-Oct-15,4
5,Construct Mechanical Openings @ 5th Floor,20,3-Jun-14,2-Oct-14,5
290,Final Paint @ 5th Floor,4,27-Oct-15,29-Oct-15,5
100,Firestopping & Inspections @ 5th Floor,5,7-Jan-15,11-Feb-15,5
3,Form & Pour Concrete Floor @ 5th Floor,15,28-Mar-14,18-Jun-14,5
17,Frame & Core Board Risers/Stairs/Elevators @ 5th Floor,10,3-Jun-14,23-Oct-14,5
70,Frame Walls & Ceilings @ 5th Floor,10,5-Jan-15,21-Aug-15,5
253,Install & Protect Wood Flooring @ 5th Floor,5,28-Sep-15,9-Oct-15,5
250,Install Architectural Finishes & Trim  @ 5th Floor,10,10-Nov-15,3-Feb-16,5
263,Install Barn Door @ 5th Floor,6,18-Jan-16,22-Jan-16,5
194,Install Bathroom Fixtures & Accessories @ 5th Floor,5,18-Sep-15,23-Nov-15,5
205,Install Clerestory Windows @ 5th Floor,5,19-Oct-15,23-Oct-15,5
270,Install Corridor Carpet @ 5th Floor,5,27-Jan-16,2-Feb-16,5
260,Install Doors @ 5th Floor,5,18-Jan-16,26-Jan-16,5
160,Install Electrical Finishes @ 5th Floor,5,28-Oct-15,11-Nov-15,5
173,Install FA Devices @ 5th Floor,5,28-Oct-15,3-Nov-15,5
267,Install FF&E @ 5th Floor,15,2-Nov-15,6-Nov-15,5
170,Install Lighting @ 5th Floor,4,28-Oct-15,11-Nov-15,5
257,Install Millwork @ 5th Floor,15,17-Sep-15,28-Oct-15,5
150,Install Plumbing Finishes @ 5th Floor,1,4-Feb-15,5-Feb-15,5
140,Install Sprinkler Heads @ 5th Floor,4,28-Jan-15,29-Oct-15,5
8,Install Support Steel in Wall Openings @ 5th Floor,20,18-Aug-14,22-Sep-14,5
180,"Install Vanity, Sink & Shower Enclosure @ 5th Floor",6,24-Aug-15,6-Oct-15,5
10,Layout & Top Track @ 5th Floor,5,6-Nov-13,8-Jul-14,5
280,Perform Plumbing & Sprinkler Finish Inspection @ 5th Floor,1,12-Nov-15,12-Nov-15,5
120,Prime Paint @ 5th Floor,5,17-Aug-15,24-Aug-15,5
300,Punchlist  @ 5th Floor,5,,,5
20,Rough Duct Work @ 5th Floor,10,2-Sep-14,22-Sep-14,5
60,Rough Electrical/FA/BMS @ 5th Floor,10,5-Jan-15,10-Feb-15,5
30,Rough Mechanical Piping @ 5th Floor,10,3-Sep-14,23-Sep-14,5
40,Rough Plumbing @ 5th Floor,10,22-Sep-14,13-Oct-14,5
50,Rough Sprinkler @ 5th Floor,10,4-Jun-14,23-Sep-14,5
110,Sheetrock & Tape Walls & Celings @ 5th Floor,15,12-Feb-15,21-Aug-15,5
190,Tile Bathroom Floors & Walls @ 5th Floor,12,4-Sep-15,17-Sep-15,5
5,Construct Mechanical Openings @ 6th Floor,20,4-Apr-14,8-Aug-14,6
290,Final Paint @ 6th Floor,4,7-Oct-15,9-Oct-15,6
100,Firestopping & Inspections @ 6th Floor,5,30-Dec-14,23-Jan-15,6
3,Form & Pour Concrete Floor @ 6th Floor,15,25-Mar-14,15-May-14,6
17,Frame & Core Board Risers/Stairs/Elevators @ 6th Floor,10,11-Jun-14,28-Oct-14,6
70,Frame Walls & Ceilings @ 6th Floor,10,9-Oct-14,21-Aug-15,6
253,Install & Protect Wood Flooring @ 6th Floor,5,15-Sep-15,21-Sep-15,6
250,Install Architectural Finishes & Trim  @ 6th Floor,10,3-Nov-15,27-Jan-16,6
263,Install Barn Door @ 6th Floor,6,11-Jan-16,19-Jan-16,6
194,Install Bathroom Fixtures & Accessories @ 6th Floor,5,21-Sep-15,20-Oct-15,6
205,Install Clerestory Windows @ 6th Floor,5,1-Oct-15,7-Oct-15,6
270,Install Corridor Carpet @ 6th Floor,5,20-Jan-16,26-Jan-16,6
260,Install Doors @ 6th Floor,5,11-Jan-16,19-Jan-16,6
160,Install Electrical Finishes @ 6th Floor,5,8-Oct-15,22-Oct-15,6
173,Install FA Devices @ 6th Floor,5,8-Oct-15,28-Oct-15,6
267,Install FF&E @ 6th Floor,15,19-Oct-15,23-Oct-15,6
170,Install Lighting @ 6th Floor,4,8-Oct-15,13-Oct-15,6
257,Install Millwork @ 6th Floor,15,8-Sep-15,8-Oct-15,6
150,Install Plumbing Finishes @ 6th Floor,1,28-Jan-15,29-Jan-15,6
140,Install Sprinkler Heads @ 6th Floor,4,21-Jan-15,16-Oct-15,6
8,Install Support Steel in Wall Openings @ 6th Floor,20,9-Jul-14,21-Jul-14,6
180,"Install Vanity, Sink & Shower Enclosure @ 6th Floor",6,13-Aug-15,16-Oct-15,6
10,Layout & Top Track @ 6th Floor,5,5-Nov-13,18-Jun-14,6
280,Perform Plumbing & Sprinkler Finish Inspection @ 6th Floor,1,8-Oct-15,22-Oct-15,6
120,Prime Paint @ 6th Floor,5,17-Aug-15,26-Aug-15,6
300,Punchlist  @ 6th Floor,5,,,6
20,Rough Duct Work @ 6th Floor,10,31-Jul-14,20-Aug-14,6
60,Rough Electrical/FA/BMS @ 6th Floor,10,2-Jan-15,22-Jan-15,6
30,Rough Mechanical Piping @ 6th Floor,10,1-Aug-14,21-Aug-14,6
40,Rough Plumbing @ 6th Floor,10,28-Aug-14,29-Aug-14,6
50,Rough Sprinkler @ 6th Floor,10,12-Jun-14,21-Aug-14,6
110,Sheetrock & Tape Walls & Celings @ 6th Floor,15,30-Jan-15,21-Aug-15,6
190,Tile Bathroom Floors & Walls @ 6th Floor,12,24-Aug-15,18-Sep-15,6
5,Construct Mechanical Openings @ 7th Floor,20,15-May-14,15-Sep-14,7
290,Final Paint @ 7th Floor,4,5-Nov-15,11-Nov-15,7
100,Firestopping & Inspections @ 7th Floor,5,22-Sep-15,24-Sep-15,7
3,Form & Pour Concrete Floor @ 7th Floor,15,18-Mar-14,5-Jun-14,7
17,Frame & Core Board Risers/Stairs/Elevators @ 7th Floor,10,24-Jun-14,21-Sep-15,7
70,Frame Walls & Ceilings @ 7th Floor,10,1-Oct-14,16-Oct-15,7
253,Install & Protect Wood Flooring @ 7th Floor,5,19-Oct-15,23-Oct-15,7
250,Install Architectural Finishes & Trim  @ 7th Floor,10,23-Nov-15,8-Feb-16,7
263,Install Barn Door @ 7th Floor,6,25-Jan-16,29-Jan-16,7
194,Install Bathroom Fixtures & Accessories @ 7th Floor,5,10-Nov-15,24-Nov-15,7
205,Install Clerestory Windows @ 7th Floor,5,26-Oct-15,30-Oct-15,7
270,Install Corridor Carpet @ 7th Floor,5,1-Feb-16,5-Feb-16,7
260,Install Doors @ 7th Floor,5,25-Jan-16,29-Jan-16,7
160,Install Electrical Finishes @ 7th Floor,5,10-Nov-15,12-Nov-15,7
173,Install FA Devices @ 7th Floor,5,10-Nov-15,16-Nov-15,7
267,Install FF&E @ 7th Floor,15,16-Nov-15,20-Nov-15,7
170,Install Lighting @ 7th Floor,4,10-Nov-15,25-Nov-15,7
257,Install Millwork @ 7th Floor,15,26-Oct-15,6-Nov-15,7
150,Install Plumbing Finishes @ 7th Floor,1,1-Oct-15,2-Oct-15,7
140,Install Sprinkler Heads @ 7th Floor,4,24-Sep-15,4-Nov-15,7
8,Install Support Steel in Wall Openings @ 7th Floor,20,29-Jul-14,13-Aug-14,7
180,"Install Vanity, Sink & Shower Enclosure @ 7th Floor",6,20-Oct-15,16-Dec-15,7
10,Layout & Top Track @ 7th Floor,5,4-Nov-13,23-Jun-14,7
280,Perform Plumbing & Sprinkler Finish Inspection @ 7th Floor,1,12-Nov-15,12-Nov-15,7
120,Prime Paint @ 7th Floor,5,24-Sep-15,21-Oct-15,7
300,Punchlist  @ 7th Floor,5,,,7
20,Rough Duct Work @ 7th Floor,10,31-Jul-14,20-Aug-14,7
60,Rough Electrical/FA/BMS @ 7th Floor,10,19-Jan-15,23-Sep-15,7
30,Rough Mechanical Piping @ 7th Floor,10,1-Aug-14,21-Aug-14,7
40,Rough Plumbing @ 7th Floor,10,2-Sep-14,11-Sep-14,7
50,Rough Sprinkler @ 7th Floor,10,25-Jun-14,21-Aug-14,7
110,Sheetrock & Tape Walls & Celings @ 7th Floor,15,25-Sep-15,15-Oct-15,7
190,Tile Bathroom Floors & Walls @ 7th Floor,12,23-Oct-15,19-Nov-15,7
5,Construct Mechanical Openings @ 8th Floor,20,25-Mar-14,7-Oct-14,8
290,Final Paint @ 8th Floor,4,21-Dec-15,30-Dec-15,8
